dataset,method,n_components,last,policy,mean,std,time,xcols,xcols_reduced,rank,all_results
data/data2/SS-O.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,40,FOCUS,0.5,0.0,0.5538624405860901,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Numeric Feature Elimination (5),5.0,40,FOCUS,0.49764150943396224,0.01028042203665253,0.3988249063491821,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.4528301886792453, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Original,,40,exploit,0.5,0.0,0.26384570598602297,10,10,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,40,FOCUS,0.5,0.0,0.5315101385116577,10,5,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,FAMD (5),5.0,40,exploit,0.5,0.0,0.5504948139190674,10,5,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Feature Elimation (5) with EFB Discretization,5.0,40,Random,0.5,0.0,0.49466575384140016,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Numeric Feature Elimination (5),5.0,40,Random,0.49575471698113205,0.018504759665974552,0.3319962978363037,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.41509433962264153, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,40,Random,0.49575471698113205,0.018504759665974552,0.4082104921340942,10,5,0,"[0.5, 0.5, 0.41509433962264153, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,40,exploit,0.5,0.0,0.5187764525413513,10,5,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,40,explore,0.5,0.0,0.5251243352890015,10,5,3,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Numeric Feature Elimination (5),5.0,40,exploit,0.5,0.0,0.35538225173950194,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,FAMD (5),5.0,40,FOCUS,0.49575471698113205,0.018504759665974552,0.5543056011199952,10,5,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.41509433962264153, 0.5]"
data/data2/SS-O.csv,Symbolic Feature Elimation (5) with EFB Discretization,5.0,40,FOCUS,0.5,0.0,0.507838249206543,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,FAMD (5),5.0,40,explore,0.49764150943396224,0.01028042203665253,0.49912830591201784,10,5,3,"[0.5, 0.5, 0.4528301886792453, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,40,Random,0.5,0.0,0.5556493520736694,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,40,FOCUS,0.5,0.0,0.48513519763946533,10,5,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,40,explore,0.5,0.0,0.6097536563873291,10,6,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,FAMD (5),5.0,40,Random,0.49575471698113205,0.018504759665974552,0.5462960004806519,10,5,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.41509433962264153, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Numeric Dimensionality Reduction (5),5.0,40,Random,0.48915094339622633,0.02672909729529658,0.17223215103149414,10,5,0,"[0.5, 0.4528301886792453, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.41509433962264153, 0.5, 0.5, 0.5, 0.5, 0.5, 0.41509433962264153, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,40,exploit,0.5,0.0,0.5492854475975036,10,6,2,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-O.csv,Original,,40,Random,0.5,0.0,0.24977225065231323,10,10,0,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with EFB Discretization,5.0,20,Random,0.3566510172143975,0.138522539164387,0.31877135038375853,10,6,0,"[0.4444444444444444, 0.4444444444444444, 0.3888888888888889, 0.16901408450704225, 0.2676056338028169, 0.704225352112676, 0.3888888888888889, 0.19718309859154928, 0.22535211267605634, 0.2535211267605634, 0.2222222222222222, 0.4444444444444444, 0.4507042253521127, 0.22535211267605634, 0.2222222222222222, 0.4507042253521127, 0.22535211267605634, 0.4507042253521127, 0.5633802816901409, 0.39436619718309857]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,20,FOCUS,0.31811424100156493,0.15718810991220555,0.19559394121170043,10,5,0,"[0.5352112676056338, 0.16666666666666666, 0.18309859154929578, 0.5492957746478874, 0.2222222222222222, 0.4647887323943662, 0.2222222222222222, 0.2222222222222222, 0.2112676056338028, 0.18309859154929578, 0.16901408450704225, 0.19718309859154928, 0.4788732394366197, 0.4647887323943662, 0.2222222222222222, 0.6901408450704225, 0.2222222222222222, 0.22535211267605634, 0.4647887323943662, 0.2676056338028169]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,20,Random,0.273435054773083,0.1289564898200619,0.19063788652420044,10,5,0,"[0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.2676056338028169, 0.2112676056338028, 0.49295774647887325, 0.4507042253521127, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.2222222222222222, 0.18309859154929578, 0.2535211267605634, 0.676056338028169, 0.2222222222222222, 0.4225352112676056, 0.2222222222222222, 0.16666666666666666]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with EFB Discretization,5.0,20,exploit,0.31631455399061037,0.242464120320524,0.31476775407791135,10,6,2,"[0.18309859154929578, 0.2535211267605634, 0.22535211267605634, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.16901408450704225, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.2676056338028169, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.8333333333333334, 0.8888888888888888, 0.22535211267605634, 0.9444444444444444, 0.16666666666666666]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,20,exploit,0.31514084507042256,0.17278208573528558,0.18061226606369019,10,5,0,"[0.676056338028169, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.5352112676056338, 0.39436619718309857, 0.22535211267605634, 0.2112676056338028, 0.16666666666666666, 0.2112676056338028, 0.19718309859154928, 0.4507042253521127, 0.2112676056338028, 0.6197183098591549, 0.2222222222222222, 0.2222222222222222, 0.6901408450704225, 0.2222222222222222, 0.2222222222222222, 0.2112676056338028]"
data/data2/SS-P.csv,Numeric Dimensionality Reduction (5),5.0,20,exploit,0.3857589984350548,0.167518048506686,0.056100451946258546,10,5,3,"[0.4507042253521127, 0.5211267605633803, 0.8333333333333334, 0.2222222222222222, 0.4225352112676056, 0.2222222222222222, 0.4444444444444444, 0.2222222222222222, 0.3888888888888889, 0.23943661971830985, 0.2222222222222222, 0.2222222222222222, 0.6197183098591549, 0.22535211267605634, 0.2676056338028169, 0.4647887323943662, 0.4444444444444444, 0.4647887323943662, 0.5915492957746479, 0.22535211267605634]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,20,explore,0.2944053208137716,0.1271528530111662,0.24466463327407836,10,5,0,"[0.16666666666666666, 0.18309859154929578, 0.19718309859154928, 0.2222222222222222, 0.22535211267605634, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.16901408450704225, 0.16666666666666666, 0.4647887323943662, 0.43661971830985913, 0.2222222222222222, 0.5774647887323944, 0.4444444444444444, 0.2222222222222222, 0.4444444444444444, 0.4647887323943662, 0.2222222222222222, 0.3888888888888889]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,20,explore,0.32934272300469486,0.16254423589616646,0.2294098138809204,10,5,1,"[0.2222222222222222, 0.2535211267605634, 0.6901408450704225, 0.6619718309859155, 0.16901408450704225, 0.16666666666666666, 0.22535211267605634, 0.5070422535211268, 0.16666666666666666, 0.2222222222222222, 0.2112676056338028, 0.16666666666666666, 0.2112676056338028, 0.43661971830985913, 0.4647887323943662, 0.16901408450704225, 0.3888888888888889, 0.39436619718309857, 0.43661971830985913, 0.4225352112676056]"
data/data2/SS-P.csv,Numeric Feature Elimination (5),5.0,20,Random,0.2783255086071987,0.11985199711938906,0.17946139574050904,10,6,0,"[0.2222222222222222, 0.22535211267605634, 0.39436619718309857, 0.2222222222222222, 0.4444444444444444, 0.2222222222222222, 0.18309859154929578, 0.2112676056338028, 0.4444444444444444, 0.2222222222222222, 0.2112676056338028, 0.16901408450704225, 0.16901408450704225, 0.4225352112676056, 0.4507042253521127, 0.22535211267605634, 0.16901408450704225, 0.16901408450704225, 0.5633802816901409, 0.22535211267605634]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,20,FOCUS,0.22981220657276996,0.07446249653236856,0.20646874904632567,10,6,0,"[0.23943661971830985, 0.22535211267605634, 0.5352112676056338, 0.2222222222222222, 0.2222222222222222, 0.19718309859154928, 0.16901408450704225, 0.18309859154929578, 0.2222222222222222, 0.22535211267605634, 0.2112676056338028, 0.16666666666666666, 0.2222222222222222, 0.2676056338028169, 0.16666666666666666, 0.23943661971830985, 0.2222222222222222, 0.2112676056338028, 0.22535211267605634, 0.2222222222222222]"
data/data2/SS-P.csv,FAMD (5),5.0,20,Random,0.3024647887323944,0.11342276566566609,0.10874054431915284,10,10,0,"[0.4647887323943662, 0.49295774647887325, 0.4507042253521127, 0.4647887323943662, 0.4444444444444444, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.39436619718309857, 0.23943661971830985, 0.4647887323943662, 0.22535211267605634, 0.19718309859154928, 0.2535211267605634, 0.22535211267605634, 0.22535211267605634, 0.16666666666666666, 0.2222222222222222, 0.22535211267605634, 0.22535211267605634]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,20,FOCUS,0.2985524256651017,0.13183176871088373,0.1995797038078308,10,5,0,"[0.23943661971830985, 0.4788732394366197, 0.2535211267605634, 0.647887323943662, 0.2222222222222222, 0.19718309859154928, 0.16901408450704225, 0.22535211267605634, 0.16666666666666666, 0.4507042253521127, 0.39436619718309857, 0.22535211267605634, 0.4444444444444444, 0.39436619718309857, 0.43661971830985913, 0.2222222222222222, 0.19718309859154928, 0.18309859154929578, 0.2112676056338028, 0.2112676056338028]"
data/data2/SS-P.csv,FAMD (5),5.0,20,exploit,0.3187793427230047,0.2563227174265052,0.15877455472946167,10,10,0,"[0.2222222222222222, 0.2222222222222222, 0.16666666666666666, 0.9444444444444444, 0.2222222222222222, 0.19718309859154928, 0.2222222222222222, 0.8333333333333334, 0.22535211267605634, 0.16901408450704225, 0.16666666666666666, 0.2112676056338028, 0.2222222222222222, 0.19718309859154928, 0.16666666666666666, 0.16901408450704225, 0.4788732394366197, 0.18309859154929578, 0.9444444444444444, 0.2112676056338028]"
data/data2/SS-P.csv,Original,,20,FOCUS,0.23086854460093895,0.09587492161728225,0.0971527099609375,10,10,1,"[0.2222222222222222, 0.22535211267605634, 0.2222222222222222, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.18309859154929578, 0.2222222222222222, 0.6338028169014085, 0.16901408450704225, 0.2535211267605634, 0.16666666666666666, 0.2222222222222222, 0.23943661971830985, 0.2222222222222222, 0.2222222222222222, 0.16901408450704225, 0.18309859154929578, 0.22535211267605634, 0.2222222222222222]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,20,exploit,0.3014084507042253,0.19785645888607503,0.20696951150894166,10,6,0,"[0.16901408450704225, 0.8333333333333334, 0.2676056338028169, 0.2222222222222222, 0.23943661971830985, 0.2222222222222222, 0.2222222222222222, 0.16901408450704225, 0.4647887323943662, 0.16901408450704225, 0.18309859154929578, 0.2222222222222222, 0.2112676056338028, 0.2112676056338028, 0.8333333333333334, 0.2222222222222222, 0.5211267605633803, 0.2222222222222222, 0.19718309859154928, 0.22535211267605634]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,20,Random,0.22809076682316118,0.062224286608931,0.13858790397644044,10,5,0,"[0.16666666666666666, 0.23943661971830985, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.16901408450704225, 0.23943661971830985, 0.18309859154929578, 0.2222222222222222, 0.16666666666666666, 0.2222222222222222, 0.2535211267605634, 0.22535211267605634, 0.22535211267605634, 0.4788732394366197, 0.2112676056338028, 0.2222222222222222]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with EFB Discretization,5.0,20,explore,0.28161189358372457,0.11549383245848639,0.3106184959411621,10,6,0,"[0.23943661971830985, 0.3888888888888889, 0.2222222222222222, 0.2222222222222222, 0.3888888888888889, 0.2222222222222222, 0.2222222222222222, 0.2535211267605634, 0.18309859154929578, 0.22535211267605634, 0.18309859154929578, 0.2222222222222222, 0.4084507042253521, 0.5774647887323944, 0.22535211267605634, 0.22535211267605634, 0.2112676056338028, 0.5633802816901409, 0.2222222222222222, 0.22535211267605634]"
data/data2/SS-P.csv,Original,,20,exploit,0.2712050078247262,0.16591120930402475,0.11983445882797242,10,10,2,"[0.8333333333333334, 0.5211267605633803, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18309859154929578, 0.2222222222222222, 0.16666666666666666, 0.2222222222222222, 0.16901408450704225, 0.16901408450704225, 0.18309859154929578, 0.2112676056338028, 0.16901408450704225, 0.5211267605633803, 0.3888888888888889, 0.2222222222222222, 0.19718309859154928, 0.16666666666666666, 0.2112676056338028]"
data/data2/SS-P.csv,Numeric Dimensionality Reduction (5),5.0,20,explore,0.3174100156494523,0.16562715843099082,0.06775110960006714,10,5,0,"[0.22535211267605634, 0.16666666666666666, 0.2676056338028169, 0.2222222222222222, 0.39436619718309857, 0.4225352112676056, 0.16901408450704225, 0.2535211267605634, 0.2676056338028169, 0.2112676056338028, 0.49295774647887325, 0.2676056338028169, 0.3888888888888889, 0.2222222222222222, 0.2222222222222222, 0.8888888888888888, 0.43661971830985913, 0.16666666666666666, 0.2112676056338028, 0.4507042253521127]"
data/data2/SS-P.csv,Original,,20,explore,0.24197965571205007,0.11439173577742487,0.09233369827270507,10,10,1,"[0.16666666666666666, 0.4507042253521127, 0.4647887323943662, 0.2222222222222222, 0.2222222222222222, 0.16901408450704225, 0.18309859154929578, 0.2112676056338028, 0.2222222222222222, 0.2222222222222222, 0.16666666666666666, 0.16666666666666666, 0.18309859154929578, 0.2222222222222222, 0.5915492957746479, 0.16666666666666666, 0.16666666666666666, 0.2222222222222222, 0.19718309859154928, 0.2222222222222222]"
data/data2/SS-P.csv,FAMD (5),5.0,20,explore,0.2595461658841941,0.17338224792482243,0.13126364946365357,10,10,2,"[0.16666666666666666, 0.16901408450704225, 0.2222222222222222, 0.16666666666666666, 0.2222222222222222, 0.18309859154929578, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.6338028169014085, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.19718309859154928, 0.19718309859154928, 0.2222222222222222, 0.19718309859154928, 0.8888888888888888, 0.2222222222222222]"
data/data2/SS-P.csv,Numeric Dimensionality Reduction (5),5.0,20,FOCUS,0.27664319248826286,0.13311178735788598,0.06813300848007202,10,5,0,"[0.2112676056338028, 0.22535211267605634, 0.16901408450704225, 0.3888888888888889, 0.16666666666666666, 0.22535211267605634, 0.2222222222222222, 0.6619718309859155, 0.19718309859154928, 0.39436619718309857, 0.16666666666666666, 0.23943661971830985, 0.2222222222222222, 0.22535211267605634, 0.2112676056338028, 0.4225352112676056, 0.2676056338028169, 0.5492957746478874, 0.19718309859154928, 0.16901408450704225]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with Kmeans Discretization,5.0,20,exploit,0.27550860719874803,0.1831273301149337,0.2350555419921875,10,5,0,"[0.4507042253521127, 0.2222222222222222, 0.16666666666666666, 0.16901408450704225, 0.22535211267605634, 0.2222222222222222, 0.18309859154929578, 0.16666666666666666, 0.2112676056338028, 0.16666666666666666, 0.18309859154929578, 0.4507042253521127, 0.6619718309859155, 0.2222222222222222, 0.2222222222222222, 0.16666666666666666, 0.16901408450704225, 0.16901408450704225, 0.8591549295774648, 0.2222222222222222]"
data/data2/SS-P.csv,FAMD (5),5.0,20,FOCUS,0.2238262910798122,0.04471368871912263,0.11507339477539062,10,10,0,"[0.2222222222222222, 0.2222222222222222, 0.19718309859154928, 0.22535211267605634, 0.2535211267605634, 0.16666666666666666, 0.23943661971830985, 0.23943661971830985, 0.2222222222222222, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.19718309859154928, 0.2222222222222222, 0.18309859154929578, 0.2112676056338028, 0.39436619718309857, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,20,explore,0.22183098591549294,0.04638254509476432,0.23396724462509155,10,6,0,"[0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.23943661971830985, 0.22535211267605634, 0.2222222222222222, 0.2112676056338028, 0.2112676056338028, 0.3888888888888889, 0.2535211267605634, 0.22535211267605634, 0.19718309859154928, 0.2112676056338028, 0.2112676056338028, 0.2676056338028169, 0.2222222222222222, 0.16666666666666666, 0.2222222222222222, 0.18309859154929578, 0.16666666666666666]"
data/data2/SS-P.csv,Numeric Feature Elimination (5),5.0,20,FOCUS,0.2539514866979656,0.14377207139907117,0.1790275454521179,10,6,0,"[0.18309859154929578, 0.2222222222222222, 0.22535211267605634, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.19718309859154928, 0.2222222222222222, 0.16666666666666666, 0.22535211267605634, 0.8333333333333334, 0.2222222222222222, 0.2222222222222222, 0.2112676056338028, 0.2535211267605634, 0.4444444444444444, 0.19718309859154928, 0.19718309859154928, 0.2222222222222222]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,20,Random,0.2622848200312989,0.08765844806315543,0.17538905143737793,10,6,0,"[0.4444444444444444, 0.16901408450704225, 0.2222222222222222, 0.2112676056338028, 0.2112676056338028, 0.4507042253521127, 0.2222222222222222, 0.43661971830985913, 0.2112676056338028, 0.28169014084507044, 0.2222222222222222, 0.2112676056338028, 0.22535211267605634, 0.2222222222222222, 0.19718309859154928, 0.22535211267605634, 0.2222222222222222, 0.2535211267605634, 0.39436619718309857, 0.2112676056338028]"
data/data2/SS-P.csv,Numeric Dimensionality Reduction (5),5.0,20,Random,0.2920579029733959,0.1181569595469235,0.05530400276184082,10,5,0,"[0.2112676056338028, 0.2222222222222222, 0.16901408450704225, 0.18309859154929578, 0.4507042253521127, 0.16666666666666666, 0.4084507042253521, 0.2222222222222222, 0.2676056338028169, 0.3888888888888889, 0.23943661971830985, 0.2676056338028169, 0.3888888888888889, 0.4444444444444444, 0.6338028169014085, 0.2222222222222222, 0.28169014084507044, 0.2222222222222222, 0.22535211267605634, 0.22535211267605634]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with EFB Discretization,5.0,20,FOCUS,0.25258215962441316,0.07155608304324121,0.31454179286956785,10,6,0,"[0.2222222222222222, 0.18309859154929578, 0.18309859154929578, 0.2535211267605634, 0.23943661971830985, 0.22535211267605634, 0.22535211267605634, 0.2222222222222222, 0.28169014084507044, 0.2222222222222222, 0.28169014084507044, 0.2222222222222222, 0.3888888888888889, 0.3888888888888889, 0.2222222222222222, 0.4507042253521127, 0.18309859154929578, 0.2222222222222222, 0.2112676056338028, 0.2222222222222222]"
data/data2/SS-P.csv,Numeric Feature Elimination (5),5.0,20,explore,0.2762910798122066,0.1960978312929423,0.16458364725112914,10,6,0,"[0.2222222222222222, 0.16901408450704225, 0.22535211267605634, 0.22535211267605634, 0.19718309859154928, 0.8333333333333334, 0.2112676056338028, 0.2222222222222222, 0.2222222222222222, 0.8888888888888888, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.2112676056338028, 0.22535211267605634, 0.16901408450704225, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.16666666666666666]"
data/data2/SS-P.csv,Numeric Feature Elimination (5),5.0,20,exploit,0.2468701095461659,0.15018368899776227,0.1336580514907837,10,6,0,"[0.2222222222222222, 0.16901408450704225, 0.2222222222222222, 0.18309859154929578, 0.4788732394366197, 0.16901408450704225, 0.2535211267605634, 0.8333333333333334, 0.23943661971830985, 0.23943661971830985, 0.16666666666666666, 0.16901408450704225, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.2112676056338028, 0.16901408450704225, 0.16666666666666666, 0.2222222222222222, 0.2112676056338028]"
data/data2/SS-P.csv,Original,,20,Random,0.22949921752738653,0.051733867851660925,0.10476419925689698,10,10,0,"[0.2112676056338028, 0.2222222222222222, 0.19718309859154928, 0.4444444444444444, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.16901408450704225, 0.22535211267605634, 0.2535211267605634, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.2222222222222222, 0.2222222222222222, 0.19718309859154928]"
data/data2/SS-P.csv,Original,,30,exploit,0.18603286384976525,0.02515728550123444,0.2363910436630249,10,10,0,"[0.2222222222222222, 0.16901408450704225, 0.16666666666666666, 0.16666666666666666, 0.16901408450704225, 0.16666666666666666, 0.19718309859154928, 0.16666666666666666, 0.16666666666666666, 0.16901408450704225, 0.18309859154929578, 0.2222222222222222, 0.22535211267605634, 0.19718309859154928, 0.16666666666666666, 0.23943661971830985, 0.16666666666666666, 0.16901408450704225, 0.16901408450704225, 0.2222222222222222]"
data/data2/SS-P.csv,Original,,30,FOCUS,0.22531298904538338,0.14828433577679304,0.2125098943710327,10,10,0,"[0.2222222222222222, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.2112676056338028, 0.16901408450704225, 0.16901408450704225, 0.2222222222222222, 0.22535211267605634, 0.16666666666666666, 0.16901408450704225, 0.16901408450704225, 0.16666666666666666, 0.16901408450704225, 0.3888888888888889, 0.8333333333333334, 0.16666666666666666, 0.16666666666666666, 0.2222222222222222, 0.16901408450704225]"
data/data2/SS-P.csv,Original,,30,explore,0.18442879499217524,0.02347691689816678,0.20306708812713622,10,10,0,"[0.16666666666666666, 0.2222222222222222, 0.16901408450704225, 0.19718309859154928, 0.16901408450704225, 0.19718309859154928, 0.16901408450704225, 0.2222222222222222, 0.16901408450704225, 0.16901408450704225, 0.2222222222222222, 0.16666666666666666, 0.2222222222222222, 0.16666666666666666, 0.16901408450704225, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16901408450704225, 0.2222222222222222]"
data/data2/SS-P.csv,Symbolic Dimensionality Reduction (5) with EFB Discretization,5.0,30,FOCUS,0.2485915492957746,0.10863473400908814,0.3232442021369934,10,5,0,"[0.22535211267605634, 0.18309859154929578, 0.23943661971830985, 0.18309859154929578, 0.5070422535211268, 0.22535211267605634, 0.16901408450704225, 0.19718309859154928, 0.3888888888888889, 0.16901408450704225, 0.16666666666666666, 0.4225352112676056, 0.16901408450704225, 0.2112676056338028, 0.19718309859154928, 0.2222222222222222, 0.5070422535211268, 0.19718309859154928, 0.16901408450704225, 0.2222222222222222]"
data/data2/SS-P.csv,Symbolic Feature Elimation (5) with Kmeans Discretization,5.0,30,explore,0.19573552425665103,0.027478356042408558,0.3638354420661926,10,6,0,"[0.2112676056338028, 0.16901408450704225, 0.16901408450704225, 0.16901408450704225, 0.2222222222222222, 0.18309859154929578, 0.2222222222222222, 0.2222222222222222, 0.22535211267605634, 0.2112676056338028, 0.16901408450704225, 0.16901408450704225, 0.2222222222222222, 0.16901408450704225, 0.16901408450704225, 0.22535211267605634, 0.2535211267605634, 0.16666666666666666, 0.19718309859154928, 0.16901408450704225]"
